y,m,d,T(ºC),P(mm/d),PET(mm/d),qout(mm/d)
2006,5,14,6.74,0,2.05,0.05
2006,5,15,6.78,0,1.95,0.05
2006,5,16,5.72,0,1.85,0.05
2006,5,17,8.7,0,1.75,0.05
2006,5,18,5,0,1.66,0.05
2006,5,19,1.38,0,1.56,0.05
2006,5,20,-0.96,0,1.47,0.05
2006,5,21,0.09,0,1.38,0.05
2006,5,22,1.68,0,1.3,0.05
2006,5,23,1.13,0,1.21,0.05
2006,5,24,1.52,0,1.13,0.05
2006,5,25,4.9,1,1.06,0.05
2006,5,26,6.2,4.5,0.98,0.05
2006,5,27,7.86,0,0.91,0.05
2006,5,28,7.56,0,0.84,0.05
2006,5,29,1.76,0.5,0.77,0.05
2006,5,30,0,0.3,0.7,0.05
2006,5,31,3.94,0.2,0.64,0.05
2006,6,1,6.4,0,0.58,0.05
2006,6,2,2.87,0,0.53,0.05
2006,6,3,-0.33,0.5,0.47,0.05
2006,6,4,0.24,0,0.42,0.05
2006,6,5,-1.11,2.4,0.37,0.05
2006,6,6,-0.81,38.4,0.33,0.05
2006,6,7,0.85,14.2,0.29,0.05
2006,6,8,-2.54,21.3,0.25,0.05
2006,6,9,-9.41,6.10000000000001,0.21,0.05
2006,6,10,-5.98,0,0.18,0.05
2006,6,11,-2.54,0,0.15,0.05
2006,6,12,-0.69,0,0.12,0.05
2006,6,13,0.26,3.8,0.09,0.05
2006,6,14,1.21,3.7,0.07,0.05
2006,6,15,-1.93,0,0.05,0.05
2006,6,16,1.26,0,0.04,0.05
2006,6,17,1.05,0,0.02,0.05
2006,6,18,2.56,0,0.01,0.06
2006,6,19,3.86,0,0.01,0.08
2006,6,20,-2.37,0,0,0.12
2006,6,21,0.83,0,0,0.12
2006,6,22,-0.33,1,0,0.12
2006,6,23,2,0,0.01,0.12
2006,6,24,-0.39,0,0.01,0.14
2006,6,25,-4.39,3.5,0.02,0.13
2006,6,26,0.5,0,0.04,0.13
2006,6,27,2.58,0,0.05,0.13
2006,6,28,1.06,0,0.07,0.21
2006,6,29,-0.02,0.899999999999991,0.09,0.2
2006,6,30,-0.32,0,0.12,0.18
2006,7,1,1.41,0.799999999999997,0.15,0.16
2006,7,2,1.69,0.799999999999997,0.18,0.19
2006,7,3,2.81,1.10000000000001,0.21,0.39
2006,7,4,1.82,1.3,0.25,0.5
2006,7,5,2.83,2.7,0.29,0.67
2006,7,6,4.7,0,0.33,0.93
2006,7,7,6.5,0,0.37,1.35
2006,7,8,-2.02,0,0.42,1.31
2006,7,9,-6.05,6.2,0.47,1.15
2006,7,10,-2,17.4,0.53,1.01
2006,7,11,-1.58,31.7,0.58,0.88
2006,7,12,-1.04,97.8,0.64,0.77
2006,7,13,-0.99,51,0.7,0.67
2006,7,14,-2.18,0,0.77,0.58
2006,7,15,-1.4,0,0.84,0.51
2006,7,16,-0.51,0,0.91,0.48
2006,7,17,-0.77,0,0.98,0.45
2006,7,18,-2.69,0,1.06,0.43
2006,7,19,-3.22,0,1.13,0.4
2006,7,20,-0.93,0,1.21,0.38
2006,7,21,-1.4,3.5,1.3,0.36
2006,7,22,-4.9,40.8,1.38,0.34
2006,7,23,-5.73,29.6,1.47,0.32
2006,7,24,-4.11,14.7,1.56,0.3
2006,7,25,-3.82,8.10000000000002,1.66,0.28
2006,7,26,-6.62,3.19999999999999,1.75,0.27
2006,7,27,-8.66,9.19999999999999,1.85,0.25
2006,7,28,-4.95,1.80000000000001,1.95,0.24
2006,7,29,-6.49,5.09999999999997,2.05,0.22
2006,7,30,-9.54,2.70000000000005,2.16,0.21
2006,7,31,-4.98,0,2.27,0.2
2006,8,1,-3.23,0,2.38,0.18
2006,8,2,-0.16,4,2.49,0.17
2006,8,3,0.06,4.60000000000002,2.6,0.16
2006,8,4,1.82,0,2.72,0.15
2006,8,5,0.2,2.10000000000002,2.84,0.23
2006,8,6,0.82,10.8,2.96,0.22
2006,8,7,-4.81,6.69999999999999,3.08,0.22
2006,8,8,-5.05,1.59999999999997,3.21,0.22
2006,8,9,-6.44,4.30000000000001,3.33,0.2
2006,8,10,-3.43,0,3.46,0.19
2006,8,11,-2.3,22.8,3.59,0.18
2006,8,12,0.2,5.10000000000002,3.73,0.17
2006,8,13,-0.14,1.30000000000001,3.86,0.16
2006,8,14,-7.61,0,4,0.16
2006,8,15,-3.73,0.5,4.14,0.15
2006,8,16,-6.97,0,4.28,0.14
2006,8,17,-6.58,0.199999999999989,4.42,0.13
2006,8,18,-5.07,0.300000000000011,4.56,0.12
2006,8,19,-2.05,1.09999999999997,4.71,0.11
2006,8,20,-1.89,0.800000000000011,4.85,0.1
2006,8,21,-0.83,0.800000000000011,5,0.1
2006,8,22,-1.2,1.30000000000001,5.15,0.09
2006,8,23,-1.81,0,5.3,0.08
2006,8,24,-0.42,0,5.45,0.08
2006,8,25,2.87,0,5.61,0.07
2006,8,26,-1.28,0,5.76,0.13
2006,8,27,-1.94,0,5.92,0.13
2006,8,28,-4.29,0,6.07,0.11
2006,8,29,-1.54,0,6.23,0.11
2006,8,30,-0.45,0,6.39,0.1
2006,8,31,-2.05,1.09999999999997,6.55,0.09
2006,9,1,-4.5,6.69999999999999,6.71,0.09
2006,9,2,-2.3,0,6.88,0.08
2006,9,3,-0.85,0,7.04,0.07
2006,9,4,-4.01,0,7.21,0.07
2006,9,5,0.82,0,7.37,0.06
2006,9,6,0.23,4.80000000000001,7.54,0.06
2006,9,7,-1.64,3.19999999999999,7.7,0.07
2006,9,8,-1.97,0,7.87,0.07
2006,9,9,2.45,0,8.04,0.06
2006,9,10,4.1,0.300000000000011,8.21,0.06
2006,9,11,2.73,0,8.38,0.24
2006,9,12,2.9,0,8.55,0.33
2006,9,13,-2.01,0,8.72,0.29
2006,9,14,-3.96,0,8.89,0.23
2006,9,15,-2.93,0,9.06,0.21
2006,9,16,-1.39,0,9.23,0.2
2006,9,17,-0.82,0,9.4,0.19
2006,9,18,2.57,0,9.57,0.18
2006,9,19,-2.32,0,9.74,0.2
2006,9,20,1.02,0,9.91,0.2
2006,9,21,-0.27,0,10.09,0.2
2006,9,22,0.95,5.89999999999998,10.26,0.19
2006,9,23,4.19,0,10.43,0.19
2006,9,24,4.28,0,10.6,0.39
2006,9,25,4.66,0,10.77,0.56
2006,9,26,3.18,0,10.94,0.65
2006,9,27,3.95,0,11.11,0.77
2006,9,28,3.38,0,11.28,0.88
2006,9,29,4.89,0,11.45,1.06
2006,9,30,5.85,0,11.62,1.31
2006,10,1,6.68,0,11.79,1.65
2006,10,2,8.07,0,11.96,2.11
2006,10,3,6.66,0,12.13,2.51
2006,10,4,-0.4,0,12.3,2.38
2006,10,5,2.05,0,12.46,2.26
2006,10,6,4.64,0,12.63,2.37
2006,10,7,4.56,0,12.79,2.51
2006,10,8,7.02,0,12.96,2.82
2006,10,9,7.09,0,13.12,3.18
2006,10,10,7.63,0,13.29,3.59
2006,10,11,7.94,0,13.45,4.03
2006,10,12,0.95,6.5,13.61,3.88
2006,10,13,-0.69,44.8,13.77,3.5
2006,10,14,-2.35,16.4,13.93,3.13
2006,10,15,-1.71,0,14.08,2.8
2006,10,16,3.4,0,14.24,2.7
2006,10,17,3.32,0,14.39,2.67
2006,10,18,3.12,0,14.55,2.62
2006,10,19,4.26,0,14.7,2.63
2006,10,20,5.86,0,14.85,2.76
2006,10,21,7.24,0,15,3.01
2006,10,22,7.38,0,15.15,3.32
2006,10,23,8.14,0,15.29,3.69
2006,10,24,7.86,0,15.44,4.07
2006,10,25,9.58,0,15.58,4.59
2006,10,26,8.81,0,15.72,5.08
2006,10,27,4.84,0,15.86,5.2
2006,10,28,7.02,0,16,5.38
2006,10,29,4.82,0,16.14,5.41
2006,10,30,5.37,0,16.27,5.42
2006,10,31,3.09,0,16.41,5.24
2006,11,1,3.02,0,16.54,5
2006,11,2,4.66,0,16.67,4.89
2006,11,3,8.01,0,16.79,5.04
2006,11,4,6.46,0,16.92,4.95
2006,11,5,4.63,0,17.04,4.53
2006,11,6,5.48,0,17.16,4.07
2006,11,7,5.84,0,17.28,3.65
2006,11,8,5.56,0,17.4,3.28
2006,11,9,7.43,0,17.51,2.95
2006,11,10,10.21,0,17.62,2.64
2006,11,11,12.54,0,17.73,2.37
2006,11,12,11.99,0,17.84,2.13
2006,11,13,10.94,0,17.95,1.91
2006,11,14,9.15,0,18.05,1.71
2006,11,15,8.07,0,18.15,1.54
2006,11,16,5.68,0,18.25,1.38
2006,11,17,5.3,0,18.34,1.23
2006,11,18,4.44,0,18.44,1.1
2006,11,19,9.33,0,18.53,0.99
2006,11,20,11.06,0,18.62,0.88
2006,11,21,11.39,0,18.7,0.81
2006,11,22,11.8,0,18.79,0.77
2006,11,23,10.82,0,18.87,0.73
2006,11,24,10.12,0,18.94,0.69
2006,11,25,10.3,0,19.02,0.65
2006,11,26,9.87,0,19.09,0.62
2006,11,27,9.4,0,19.16,0.59
2006,11,28,7.74,0,19.23,0.56
2006,11,29,9.87,0,19.3,0.53
2006,11,30,11.33,0,19.36,0.5
2006,12,1,11.56,0,19.42,0.47
2006,12,2,10.09,0,19.47,0.45
2006,12,3,10.72,0,19.53,0.42
2006,12,4,10.84,0,19.58,0.4
2006,12,5,10.81,0,19.63,0.38
2006,12,6,11.62,0,19.67,0.36
2006,12,7,10.82,0,19.71,0.34
2006,12,8,9.65,0,19.75,0.32
2006,12,9,9.37,0,19.79,0.3
2006,12,10,8.62,0,19.82,0.28
2006,12,11,9.45,0,19.85,0.27
2006,12,12,9.99,0,19.88,0.25
2006,12,13,9.47,0,19.91,0.24
2006,12,14,9.12,0,19.93,0.23
2006,12,15,11.64,0,19.95,0.21
2006,12,16,11.7,0,19.96,0.2
2006,12,17,11.75,0,19.98,0.19
2006,12,18,11.81,0,19.99,0.18
2006,12,19,10.55,0,19.99,0.17
2006,12,20,9.82,0,20,0.16
2006,12,21,10.7,0,20,0.15
2006,12,22,10.94,0,20,0.14
2006,12,23,11.18,0,19.99,0.13
2006,12,24,11.42,0,19.99,0.12
2006,12,25,11.66,0,19.98,0.11
2006,12,26,11.9,0,19.96,0.11
2006,12,27,14.07,0,19.95,0.1
2006,12,28,14.55,0,19.93,0.09
2006,12,29,15.37,0,19.91,0.09
2006,12,30,16.18,0,19.88,0.08
2006,12,31,17,0,19.85,0.08
2007,1,1,15.47,0,19.82,0.07
2007,1,2,13.57,0,19.79,0.07
2007,1,3,12.57,0,19.75,0.07
2007,1,4,13.29,0,19.71,0.07
2007,1,5,14.01,0,19.67,0.07
2007,1,6,13.25,0,19.63,0.07
2007,1,7,13.79,0,19.58,0.07
2007,1,8,14.32,0,19.53,0.07
2007,1,9,14.05,0,19.47,0.07
2007,1,10,14.25,0,19.42,0.07
2007,1,11,13.56,0,19.36,0.07
2007,1,12,14.9,0,19.3,0.07
2007,1,13,15.08,0,19.23,0.06
2007,1,14,12.85,0,19.16,0.06
2007,1,15,13.23,0,19.09,0.06
2007,1,16,10.36,0,19.02,0.06
2007,1,17,10.1,0,18.94,0.06
2007,1,18,9.85,0,18.87,0.06
2007,1,19,9.59,0,18.79,0.06
2007,1,20,11.81,0,18.7,0.06
2007,1,21,13.68,0,18.62,0.06
2007,1,22,13.84,0,18.53,0.06
2007,1,23,13.81,0,18.44,0.06
2007,1,24,13.55,0,18.34,0.06
2007,1,25,11.91,0,18.25,0.06
2007,1,26,11.42,0,18.15,0.06
2007,1,27,10.27,0,18.05,0.06
2007,1,28,9.11,0,17.95,0.06
2007,1,29,8.53,0,17.84,0.06
2007,1,30,8.54,0,17.73,0.06
2007,1,31,9.5,0,17.62,0.06
2007,2,1,10.04,0,17.51,0.06
2007,2,2,9.72,0,17.4,0.06
2007,2,3,9.7,0,17.28,0.06
2007,2,4,11.47,0,17.16,0.06
2007,2,5,11.76,0,17.04,0.06
2007,2,6,10.48,0,16.92,0.06
2007,2,7,10.17,0,16.79,0.06
2007,2,8,11.33,0,16.67,0.06
2007,2,9,11.99,0,16.54,0.06
2007,2,10,12.36,0,16.41,0.06
2007,2,11,12.49,0,16.27,0.06
2007,2,12,12.91,0,16.14,0.06
2007,2,13,12.28,0,16,0.06
2007,2,14,11.13,0,15.86,0.06
2007,2,15,8.86,0,15.72,0.06
2007,2,16,4.6,0,15.58,0.06
2007,2,17,6.51,0,15.44,0.06
2007,2,18,5.83,0,15.29,0.06
2007,2,19,5.66,0,15.15,0.06
2007,2,20,5.82,0,15,0.06
2007,2,21,5.9,0,14.85,0.06
2007,2,22,7.86,0,14.7,0.06
2007,2,23,10.53,0,14.55,0.06
2007,2,24,13.44,0,14.39,0.06
2007,2,25,15.08,0,14.24,0.06
2007,2,26,14.58,0,14.08,0.06
2007,2,27,12.23,0,13.93,0.06
2007,2,28,8.24,0,13.77,0.06
2007,3,1,6.73,0,13.61,0.06
2007,3,2,6.97,0,13.45,0.06
2007,3,3,7.3,0,13.29,0.06
2007,3,4,9.31,0,13.12,0.06
2007,3,5,10.83,0,12.96,0.06
2007,3,6,11.75,0,12.79,0.06
2007,3,7,13.47,0,12.63,0.06
2007,3,8,12.12,0,12.46,0.06
2007,3,9,10.24,0,12.3,0.06
2007,3,10,10.77,0,12.13,0.06
2007,3,11,12.84,0,11.96,0.06
2007,3,12,12.56,0,11.79,0.06
2007,3,13,11.34,0,11.62,0.06
2007,3,14,10.21,0,11.45,0.06
2007,3,15,8.96,0,11.28,0.06
2007,3,16,9.91,0,11.11,0.06
2007,3,17,10.89,0,10.94,0.06
2007,3,18,13.64,0,10.77,0.06
2007,3,19,15.07,0,10.6,0.06
2007,3,20,13.1,0,10.43,0.06
2007,3,21,10.89,0,10.26,0.06
2007,3,22,10.01,0,10.09,0.06
2007,3,23,8.5,0,9.91,0.06
2007,3,24,8.34,0,9.74,0.06
2007,3,25,8.17,0,9.57,0.06
2007,3,26,8.01,0,9.4,0.06
2007,3,27,2.04,0,9.23,0.06
2007,3,28,4.28,0,9.06,0.06
2007,3,29,5.44,0,8.89,0.06
2007,3,30,3.47,0,8.72,0.06
2007,3,31,5.38,0,8.55,0.06
2007,4,1,6.89,0,8.38,0.06
2007,4,2,7.61,0,8.21,0.06
2007,4,3,7.48,0,8.04,0.06
2007,4,4,6.71,0,7.87,0.06
2007,4,5,5.85,0,7.7,0.06
2007,4,6,6.58,0,7.54,0.05
2007,4,7,9.57,0,7.37,0.05
2007,4,8,10.18,0,7.21,0.05
2007,4,9,7.79,0,7.04,0.05
2007,4,10,4.46,0,6.88,0.05
2007,4,11,3.7,0,6.71,0.05
2007,4,12,5.65,0,6.55,0.05
2007,4,13,6.68,0,6.39,0.05
2007,4,14,7.62,0,6.23,0.05
2007,4,15,11.46,0,6.07,0.05
2007,4,16,12.61,0,5.92,0.05
2007,4,17,10.6,0,5.76,0.05
2007,4,18,11.09,0,5.61,0.05
2007,4,19,13.72,0,5.45,0.05
2007,4,20,10.99,0,5.3,0.05
2007,4,21,10.67,0,5.15,0.05
2007,4,22,3.85,0,5,0.05
2007,4,23,1.09,0,4.85,0.05
2007,4,24,1.25,0,4.71,0.05
2007,4,25,-0.18,0,4.56,0.05
2007,4,26,1.34,0,4.42,0.05
2007,4,27,3.9,0,4.28,0.05
2007,4,28,4.61,0,4.14,0.05
2007,4,29,6.29,0,4,0.05
2007,4,30,9.05,6.9,3.86,0.05
2007,5,1,5.29,0,3.73,0.05
2007,5,2,5.06,0,3.59,0.05
2007,5,3,7.91,0,3.46,0.05
2007,5,4,6.18,0,3.33,0.05
2007,5,5,5.6,0,3.21,0.05
2007,5,6,0.62,0,3.08,0.05
2007,5,7,-1.28,0,2.96,0.05
2007,5,8,-0.89,0,2.84,0.05
2007,5,9,1.09,0,2.72,0.05
2007,5,10,2.61,0,2.6,0.05
2007,5,11,3.97,0,2.49,0.05
2007,5,12,2.16,0,2.38,0.05
2007,5,13,2.84,0,2.27,0.05
2007,5,14,5.22,0,2.16,0.05
2007,5,15,-0.75,4.3,2.05,0.05
2007,5,16,-7.71,9.7,1.95,0.05
2007,5,17,-4.88,0,1.85,0.05
2007,5,18,0.11,0,1.75,0.05
2007,5,19,3.75,0,1.66,0.05
2007,5,20,1.96,0,1.56,0.05
2007,5,21,-2.99,0,1.47,0.06
2007,5,22,-7.02,0,1.38,0.06
2007,5,23,-3.95,0,1.3,0.05
2007,5,24,-1.64,0,1.21,0.05
2007,5,25,-1.07,0,1.13,0.05
2007,5,26,-1.51,0,1.06,0.05
2007,5,27,-0.9,0,0.98,0.05
2007,5,28,-1.78,6.8,0.91,0.05
2007,5,29,-3.98,1.2,0.84,0.05
2007,5,30,-4.02,1,0.77,0.05
2007,5,31,-6.04,0,0.7,0.05
2007,6,1,-10.78,0,0.64,0.05
2007,6,2,-6.23,2,0.58,0.05
2007,6,3,-5.22,0,0.53,0.05
2007,6,4,-3.23,0,0.47,0.05
2007,6,5,-0.01,0,0.42,0.05
2007,6,6,-1.64,0,0.37,0.05
2007,6,7,-2.49,0,0.33,0.05
2007,6,8,-2.91,0,0.29,0.05
2007,6,9,-2.79,0,0.25,0.05
2007,6,10,-3.67,0,0.21,0.05
2007,6,11,-2.78,0,0.18,0.05
2007,6,12,-4.83,8.2,0.15,0.05
2007,6,13,-2.3,52.7,0.12,0.05
2007,6,14,-4.25,58.4,0.09,0.05
2007,6,15,-11.68,14.2,0.07,0.05
2007,6,16,-3.19,3.59999999999999,0.05,0.05
2007,6,17,-3.61,12.8,0.04,0.05
2007,6,18,-3.03,1.59999999999999,0.02,0.05
2007,6,19,-4.86,10.8,0.01,0.05
2007,6,20,-6.98,10.5,0.01,0.05
2007,6,21,-12.41,2.59999999999999,0,0.05
2007,6,22,-9.58,5,0,0.05
2007,6,23,-9.07,11,0,0.05
2007,6,24,-12.99,0.900000000000006,0.01,0.05
2007,6,25,-9.21,0,0.01,0.05
2007,6,26,-9.56,0,0.02,0.05
2007,6,27,-7.15,0.299999999999983,0.04,0.05
2007,6,28,-5,0.700000000000017,0.05,0.05
2007,6,29,-3.54,0.599999999999994,0.07,0.05
2007,6,30,-3.52,0.299999999999983,0.09,0.05
2007,7,1,-3.49,0.400000000000006,0.12,0.05
2007,7,2,-2.09,0.300000000000011,0.15,0.05
2007,7,3,1.1,0.599999999999994,0.18,0.05
2007,7,4,0.27,2.80000000000001,0.21,0.05
2007,7,5,-1.83,20.4,0.25,0.05
2007,7,6,-3.88,13,0.29,0.05
2007,7,7,-5.62,6.70000000000002,0.33,0.05
2007,7,8,-12.35,6.59999999999999,0.37,0.05
2007,7,9,-17.03,0,0.42,0.05
2007,7,10,-15.63,0,0.47,0.05
2007,7,11,-12.75,1.59999999999999,0.53,0.05
2007,7,12,-8.4,3.40000000000001,0.58,0.05
2007,7,13,-5.78,16.3,0.64,0.05
2007,7,14,-5.56,1.59999999999997,0.7,0.05
2007,7,15,-4.35,6.05000000000001,0.77,0.05
2007,7,16,-3.13,6.05000000000001,0.84,0.05
2007,7,17,-3.54,13,0.91,0.05
2007,7,18,-1.29,1.39999999999998,0.98,0.05
2007,7,19,-0.03,2.80000000000001,1.06,0.05
2007,7,20,-0.48,0,1.13,0.05
2007,7,21,-5.73,0,1.21,0.05
2007,7,22,-11.96,0,1.3,0.05
2007,7,23,-8.77,4.40000000000003,1.38,0.05
2007,7,24,-6.93,3.19999999999999,1.47,0.05
2007,7,25,-4.51,0,1.56,0.05
2007,7,26,-6.69,2.10000000000002,1.66,0.05
2007,7,27,-6.54,2.29999999999995,1.75,0.05
2007,7,28,-7.74,0,1.85,0.04
2007,7,29,-6.35,0,1.95,0.04
2007,7,30,-3.7,0,2.05,0.04
2007,7,31,-2.81,7.09999999999997,2.16,0.04
2007,8,1,-7.03,10.5,2.27,0.04
2007,8,2,-13.39,21.5,2.38,0.04
2007,8,3,-15.63,0,2.49,0.04
2007,8,4,-7.61,0,2.6,0.04
2007,8,5,-2.68,2.90000000000003,2.72,0.04
2007,8,6,-10.77,0.699999999999989,2.84,0.04
2007,8,7,-3.1,0.699999999999989,2.96,0.04
2007,8,8,-4.47,1.60000000000002,3.08,0.04
2007,8,9,-8.97,1.39999999999998,3.21,0.04
2007,8,10,-11.01,0.900000000000034,3.33,0.04
2007,8,11,-2.34,3.39999999999998,3.46,0.04
2007,8,12,-2.31,0.5,3.59,0.04
2007,8,13,-2,0,3.73,0.04
2007,8,14,-5.58,0.699999999999989,3.86,0.04
2007,8,15,-9.58,0,4,0.04
2007,8,16,-10.01,1.30000000000001,4.14,0.04
2007,8,17,-8.42,0,4.28,0.04
2007,8,18,-5.46,0,4.42,0.04
2007,8,19,-6.8,0,4.56,0.04
2007,8,20,-2.72,0,4.71,0.04
2007,8,21,-0.77,0,4.85,0.04
2007,8,22,2.39,0,5,0.04
2007,8,23,-3.54,1.80000000000001,5.15,0.04
2007,8,24,-7.06,0,5.3,0.05
2007,8,25,-5.94,0,5.45,0.04
2007,8,26,-7.46,1.19999999999999,5.61,0.04
2007,8,27,-3.4,0,5.76,0.04
2007,8,28,-0.88,0.200000000000045,5.92,0.04
2007,8,29,-2.99,11,6.07,0.04
2007,8,30,-3.51,0,6.23,0.04
2007,8,31,-1.05,0,6.39,0.04
2007,9,1,-0.42,0,6.55,0.04
2007,9,2,1,0,6.71,0.04
2007,9,3,5.69,0,6.88,0.04
2007,9,4,5.42,0,7.04,0.04
2007,9,5,2.51,0,7.21,0.2
2007,9,6,1.84,0,7.37,0.25
2007,9,7,3.05,0,7.54,0.3
2007,9,8,3.94,0,7.7,0.41
2007,9,9,4.2,0,7.87,0.55
2007,9,10,4.41,0,8.04,0.72
2007,9,11,2.41,0,8.21,0.8
2007,9,12,2.87,0,8.38,0.88
2007,9,13,-0.58,0,8.55,0.8
2007,9,14,-2.39,0,8.72,0.69
2007,9,15,-0.33,0,8.89,0.59
2007,9,16,-0.49,0,9.06,0.51
2007,9,17,-2.13,0,9.23,0.44
2007,9,18,-1.44,0,9.4,0.41
2007,9,19,1.24,0,9.57,0.39
2007,9,20,-2.36,0,9.74,0.39
2007,9,21,-2.57,0,9.91,0.37
2007,9,22,-1.35,0,10.09,0.35
2007,9,23,-1.69,0,10.26,0.33
2007,9,24,0.3,0,10.43,0.31
2007,9,25,0.86,0,10.6,0.3
2007,9,26,0.91,0,10.77,0.29
2007,9,27,1.05,0,10.94,0.29
2007,9,28,4.28,0,11.11,0.29
2007,9,29,6.73,0,11.28,0.56
2007,9,30,7.23,0,11.45,0.86
2007,10,1,5.5,0,11.62,1.11
2007,10,2,6.84,0,11.79,1.44
2007,10,3,7.61,0,11.96,1.86
2007,10,4,7.61,0,12.13,2.31
2007,10,5,6.06,0,12.3,2.67
2007,10,6,3.47,0,12.46,2.78
2007,10,7,4.71,0,12.63,2.92
2007,10,8,6.55,0,12.79,3.21
2007,10,9,4.24,0,12.96,3.35
2007,10,10,3.54,0,13.12,3.36
2007,10,11,-0.79,0,13.29,3.09
2007,10,12,-0.92,0,13.45,2.76
2007,10,13,-0.02,0,13.61,2.46
2007,10,14,-1.89,0,13.77,2.2
2007,10,15,0.88,0,13.93,2.01
2007,10,16,6.51,0,14.08,2.11
2007,10,17,7.15,0,14.24,2.35
2007,10,18,7.19,0,14.39,2.65
2007,10,19,6.78,0,14.55,2.94
2007,10,20,6.37,0,14.7,3.21
2007,10,21,7.04,0,14.85,3.52
2007,10,22,7.58,0,15,3.87
2007,10,23,9.52,0,15.15,4.39
2007,10,24,9.79,0,15.29,4.81
2007,10,25,9.63,0,15.44,4.51
2007,10,26,8.29,0,15.58,4.04
2007,10,27,8.24,0,15.72,3.63
2007,10,28,8.19,0,15.86,3.25
2007,10,29,7.79,0,16,2.92
2007,10,30,7.28,0,16.14,2.61
2007,10,31,5.08,0,16.27,2.34
2007,11,1,5.14,0,16.41,2.1
2007,11,2,5.2,0,16.54,1.88
2007,11,3,6.46,0,16.67,1.68
2007,11,4,7.72,0,16.79,1.5
2007,11,5,8.66,0,16.92,1.34
2007,11,6,9.2,0,17.04,1.2
2007,11,7,9.74,0,17.16,1.07
2007,11,8,7.67,0,17.28,0.96
2007,11,9,2.39,0,17.4,0.85
2007,11,10,3.13,0,17.51,0.78
2007,11,11,3.86,0,17.62,0.73
2007,11,12,4.6,0,17.73,0.69
2007,11,13,5.46,0,17.84,0.66
2007,11,14,6.93,0,17.95,0.62
2007,11,15,6.98,0,18.05,0.59
2007,11,16,9.01,0,18.15,0.56
2007,11,17,8.27,0,18.25,0.53
2007,11,18,9.2,0,18.34,0.5
2007,11,19,10.93,0,18.44,0.47
2007,11,20,12.12,0,18.53,0.44
2007,11,21,13.24,0,18.62,0.42
2007,11,22,11.55,0,18.7,0.4
2007,11,23,8.99,0,18.79,0.37
2007,11,24,7.36,0,18.87,0.35
2007,11,25,9.43,0,18.94,0.33
2007,11,26,10.82,0,19.02,0.31
2007,11,27,10.8,0,19.09,0.3
2007,11,28,12.38,0,19.16,0.28
2007,11,29,12.59,0,19.23,0.26
2007,11,30,10.44,0,19.3,0.25
2007,12,1,10.33,0,19.36,0.23
2007,12,2,10.82,0,19.42,0.22
2007,12,3,10.42,0,19.47,0.2
2007,12,4,8.17,0,19.53,0.19
2007,12,5,8.32,0,19.58,0.18
2007,12,6,7.8,0,19.63,0.17
2007,12,7,7.27,0,19.67,0.16
2007,12,8,8.15,0,19.71,0.15
2007,12,9,7.62,0,19.75,0.14
2007,12,10,8.26,0,19.79,0.13
2007,12,11,10.72,0,19.82,0.12
2007,12,12,12.15,0,19.85,0.11
2007,12,13,10.84,0,19.88,0.1
2007,12,14,9.93,0,19.91,0.1
2007,12,15,9.77,0,19.93,0.09
2007,12,16,9.15,0,19.95,0.08
2007,12,17,8.58,0,19.96,0.08
2007,12,18,11.54,0,19.98,0.07
2007,12,19,13.31,0,19.99,0.06
2007,12,20,14.12,0,19.99,0.06
2007,12,21,14.76,0,20,0.05
2007,12,22,14.01,0,20,0.05
2007,12,23,11.73,0,20,0.05
2007,12,24,11.97,0,19.99,0.05
2007,12,25,8.9,0,19.99,0.05
2007,12,26,6.25,0,19.98,0.05
2007,12,27,6.43,0,19.96,0.05
2007,12,28,8.3,0,19.95,0.05
2007,12,29,9.19,0,19.93,0.05
2007,12,30,10.44,0,19.91,0.05
2007,12,31,12.43,0,19.88,0.05
2008,1,1,13.77,0,19.85,0.05
2008,1,2,12.96,0,19.82,0.05
2008,1,3,13.86,0,19.79,0.05
2008,1,4,14.41,0,19.75,0.05
2008,1,5,16.05,0,19.71,0.05
2008,1,6,17.1,0,19.67,0.05
2008,1,7,16.31,0,19.63,0.05
2008,1,8,14.7,0,19.58,0.05
2008,1,9,12.99,0,19.53,0.05
2008,1,10,9.62,0,19.47,0.05
2008,1,11,11.23,0,19.42,0.05
2008,1,12,13.63,0,19.36,0.05
2008,1,13,13.24,0,19.3,0.05
2008,1,14,14.8,0,19.23,0.05
2008,1,15,16.79,0,19.16,0.05
2008,1,16,16.7,0,19.09,0.05
2008,1,17,14.92,0,19.02,0.05
2008,1,18,14.04,0,18.94,0.05
2008,1,19,13.17,0,18.87,0.05
2008,1,20,12.29,0,18.79,0.05
2008,1,21,11.41,0,18.7,0.05
2008,1,22,10.17,0,18.62,0.05
2008,1,23,10.64,0,18.53,0.05
2008,1,24,11.39,0,18.44,0.05
2008,1,25,11.46,0,18.34,0.05
2008,1,26,10.49,0,18.25,0.05
2008,1,27,10.56,0,18.15,0.05
2008,1,28,10.79,0,18.05,0.05
2008,1,29,10.44,0,17.95,0.05
2008,1,30,10.2,0,17.84,0.05
2008,1,31,8.4,0,17.73,0.05
2008,2,1,8.59,0,17.62,0.05
2008,2,2,11.4,0,17.51,0.05
2008,2,3,13.68,0,17.4,0.05
2008,2,4,12.02,0,17.28,0.05
2008,2,5,12.58,0,17.16,0.05
2008,2,6,11.72,0,17.04,0.05
